paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
Miriam: Exploiting Elastic Kernels for Real-time Multi-DNN Inference on Edge GPU,arxiv:2307.04339,"Many applications such as autonomous driving and augmented reality, require the concurrent running of multiple deep neural networks (DNN) that poses different levels of real-time performance requirements. However, coordinating multiple DNN tasks with varying levels of criticality on edge GPUs remains an area of limited study. Unlike server-level GPUs, edge GPUs are resource-limited and lack hardware-level resource management mechanisms for avoiding resource contention. Therefore, we propose Miriam, a contention-aware task coordination framework for multi-DNN inference on edge GPU. Miriam consolidates two main components, an elastic-kernel generator, and a runtime dynamic kernel coordinator, to support mixed critical DNN inference. To evaluate Miriam, we build a new DNN inference benchmark based on CUDA with diverse representative DNN workloads. Experiments on two edge GPU platforms show that Miriam can increase system throughput by 92% while only incurring less than 10% latency overhead for critical tasks, compared to state of art baselines.",high,B6,expansion_round_1,"The abstract describes loading, caching, or warm-start behavior as a source of inference startup or steady-state latency.",It helps separate startup effects from steady-state timing in an inference episode.,true,Zhihe Zhao; Neiwen Ling; Nan Guan; Guoliang Xing,2023,arxiv:2307.04339,arxiv:2307.04339,509034711155382676,cs.DC | cs.AI,q06-contention-shared-GPU.json | q14-real-time-DNN-inference.json,firecrawl research search-papers,foundational_or_prior,19,144.269,0.8726949619246283,B6,Firecrawl Research search-papers abstract; full text not assumed,046-arxiv_2307.04339.json,,,true,triaged,expansion_round_1,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q06-contention-shared-GPU.json | b4/raw-retrieval/q14-real-time-DNN-inference.json | b6/assigned-paper-manifest.json | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/expansion/expansion-registry.jsonl | b6/expansion/inspection-manifest.jsonl | b6/raw-retrieval/q004.json | b6/raw-retrieval/q009.json | b6/raw-retrieval/q04-direct-edge.json | b6/raw-retrieval/q09-synonym-tail.json | b6/raw-retrieval/q24-adjacent-driving.json,b6/expansion/expansion-triage.jsonl,complete,1
Symphony: Optimized DNN Model Serving using Deferred Batch Scheduling,arxiv:2308.07470,"Having large batch sizes is one of the most critical aspects of increasing the accelerator efficiency and the performance of DNN model inference. However, existing model serving systems cannot achieve adequate batch sizes while meeting latency objectives as these systems eagerly dispatch requests to accelerators to minimize the accelerator idle time. We propose Symphony, a DNN serving system that explores deferred batch scheduling to optimize system efficiency and throughput. Further, unlike other prior systems, Symphony's GPU usage is load-proportional: it consolidates workloads on the appropriate number of GPUs and works smoothly with cluster auto-scaling tools. Symphony consists of two core design points. First, Symphony defines a schedulable window in which a batch of inference requests can be dispatched. This window is computed in order to improve accelerator efficiency while meeting the request's SLO. Second, Symphony implements a scalable, low-latency, fine-grained coordination scheme across accelerators to dispatch and execute requests in the schedulable window. Through extensive scheduler-only benchmarks, we demonstrate that Symphony can schedule millions of requests per second and coordinate thousands of GPUs while also enabling robust autoscaling that adapts to workload changes. Symphony outperforms prior systems by achieving 5x higher goodput when given the same number of GPUs and 60% reduction in GPUs when given the same workload.",high,B6,primary_assignment,The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.,It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.,true,"Lequn Chen, Weixin Deng, Anirudh Canumalla, Yu Xin, Danyang Zhuo, Matthai Philipose, Arvind Krishnamurthy",,arxiv:2308.07470,arxiv:2308.07470,4232004244257710076,cs.DC | cs.LG,q01 | q02 | q05 | q06 | q09 | q18 | q32 | q34 | q35 | q39,firecrawl research search-papers,false,1,,0.9752773002196243,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2308.07470.json,true,,triaged,primary_assignment,b4/raw-retrieval/q14-real-time-DNN-inference.json | b4/raw-retrieval/q15-dynamic-batching-queueing.json | b4/raw-retrieval/q24-scheduling-interference-accelerator.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q001.json | b6/raw-retrieval/q002.json | b6/raw-retrieval/q005.json | b6/raw-retrieval/q006.json | b6/raw-retrieval/q009.json | b6/raw-retrieval/q01-direct-serving.json | b6/raw-retrieval/q02-direct-robot.json | b6/raw-retrieval/q05-direct-embodied.json | b6/raw-retrieval/q06-synonym-batching.json | b6/raw-retrieval/q18-failure-deadline.json | b6/raw-retrieval/q32-foundational-serving.json | b6/raw-retrieval/q34-foundational-clipper.json | b6/raw-retrieval/q35-foundational-nexus.json | b6/raw-retrieval/q39-foundational-triton.json | b6/read-evidence-manifest.jsonl | b6/read-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
Throughput Maximization of DNN Inference: Batching or Multi-Tenancy?,arxiv:2308.13803,"Deployment of real-time ML services on warehouse-scale infrastructures is on the increase. Therefore, decreasing latency and increasing throughput of deep neural network (DNN) inference applications that empower those services have attracted attention from both academia and industry. A common solution to address this challenge is leveraging hardware accelerators such as GPUs. To improve the inference throughput of DNNs deployed on GPU accelerators, two common approaches are employed: Batching and Multi-Tenancy. Our preliminary experiments show that the effect of these approaches on the throughput depends on the DNN architecture. Taking this observation into account, we design and implement DNNScaler which aims to maximize the throughput of interactive AI-powered services while meeting their latency requirements. DNNScaler first detects the suitable approach (Batching or Multi-Tenancy) that would be most beneficial for a DNN regarding throughput improvement. Then, it adjusts the control knob of the detected approach (batch size for Batching and number of co-located instances for Multi-Tenancy) to maintain the latency while increasing the throughput. Conducting an extensive set of experiments using well-known DNNs from a variety of domains, several popular datasets, and a cutting-edge GPU, the results indicate that DNNScaler can improve the throughput by up to 14x (218% on average) compared with the previously proposed approach, while meeting the latency requirements of the services.",high,B6,primary_assignment,The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.,It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.,true,"Seyed Morteza Nabavinejad, Masoumeh Ebrahimi, Sherief Reda",,arxiv:2308.13803,arxiv:2308.13803,5792322162514556537,cs.DC,q02 | q05 | q06 | q23,firecrawl research search-papers,false,11,,0.9392035026199311,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2308.13803.json,true,,triaged,primary_assignment,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q002.json | b6/raw-retrieval/q005.json | b6/raw-retrieval/q006.json | b6/raw-retrieval/q23-failure-tradeoff.json | b6/read-evidence-manifest.jsonl | b6/read-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
FaST-GShare: Enabling Efficient Spatio-Temporal GPU Sharing in Serverless Computing for Deep Learning Inference,arxiv:2309.00558,"Serverless computing (FaaS) has been extensively utilized for deep learning (DL) inference due to the ease of deployment and pay-per-use benefits. However, existing FaaS platforms utilize GPUs in a coarse manner for DL inferences, without taking into account spatio-temporal resource multiplexing and isolation, which results in severe GPU under-utilization, high usage expenses, and SLO (Service Level Objectives) violation. There is an imperative need to enable an efficient and SLO-aware GPU-sharing mechanism in serverless computing to facilitate cost-effective DL inferences. In this paper, we propose FaST-GShare, an efficient FaaS-oriented Spatio-Temporal GPU Sharing architecture for deep learning inferences. In the architecture, we introduce the FaST-Manager to limit and isolate spatio-temporal resources for GPU multiplexing. In order to realize function performance, the automatic and flexible FaST-Profiler is proposed to profile function throughput under various resource allocations. Based on the profiling data and the isolation mechanism, we introduce the FaST-Scheduler with heuristic auto-scaling and efficient resource allocation to guarantee function SLOs. Meanwhile, FaST-Scheduler schedules function with efficient GPU node selection to maximize GPU usage. Furthermore, model sharing is exploited to mitigate memory contention. Our prototype implementation on the OpenFaaS platform and experiments on MLPerf-based benchmark prove that FaST-GShare can ensure resource isolation and function SLOs. Compared to the time sharing mechanism, FaST-GShare can improve throughput by 3.15x, GPU utilization by 1.34x, and SM (Streaming Multiprocessor) occupancy by 3.13x on average.",high,B6,primary_assignment,"The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.",It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.,true,"Jianfeng Gu, Yichao Zhu, Puxuan Wang, Mohak Chadha, Michael Gerndt",,arxiv:2309.00558,arxiv:2309.00558,8848142068881548333,cs.DC,q07 | q35 | q37,firecrawl research search-papers,false,16,,0.8968310908424668,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2309.00558.json,true,,triaged,primary_assignment,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q007.json | b6/raw-retrieval/q35-foundational-nexus.json | b6/raw-retrieval/q37-foundational-shepherd.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
Interference analysis of shared last-level cache on embedded GP-GPUs with multiple CUDA streams,arxiv:2310.04848,"In modern heterogeneous architectures, the access to data that the application needs is a key factor, in order to make the compute task efficient, in terms of power dissipation and execution time. The new generation SoCs are equipped with large LLCs, in order to make data access as efficient as possible. However, these systems introduce a new level of complexity in terms of the system's predictability, because concurrent tasks must compete for the same resource and contribute to generating interference between them. This paper aims to provide a preliminary qualitative analysis in terms of interference degree that is generated when several concurrent streams are in execution, for example one that performs useful computing tasks and one that generates interference. Specifically, we tested two important primitives: vadd and gemm, respectively subjected to interference with: i) a concurrent kernel that performs read from shared memory. ii) concurrent stream that performs host-to-device memory copy.",high,B6,primary_assignment,"The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.",It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.,true,"Gianluca Brilli, Paolo Burgio",,arxiv:2310.04848,arxiv:2310.04848,2899345415131210177,cs.DC,q28,firecrawl research search-papers,false,15,107.553,0.8455347349164652,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2310.04848.json,true,,triaged,primary_assignment,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.json | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q28-adjacent-hpc.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
FIKIT: Priority-Based Real-time GPU Multi-tasking Scheduling with Kernel Identification,arxiv:2311.10359,"Highly parallelized workloads like machine learning training, inferences and general HPC tasks are greatly accelerated using GPU devices. In a cloud computing cluster, serving a GPU's computation power through multi-tasks sharing is highly demanded since there are always more task requests than the number of GPU available. Existing GPU sharing solutions focus on reducing task-level waiting time or task-level switching costs when multiple jobs competing for a single GPU. Non-stopped computation requests come with different priorities, having non-symmetric impact on QoS for sharing a GPU device. Existing work missed the kernel-level optimization opportunity brought by this setting. To address this problem, we present a novel kernel-level scheduling strategy called FIKIT: Filling Inter-kernel Idle Time. FIKIT incorporates task-level priority information, fine-grained kernel identification, and kernel measurement, allowing low priorities task's execution during high priority task's inter-kernel idle time. Thereby, filling the GPU's device runtime fully, and reduce overall GPU sharing impact to cloud services. Across a set of ML models, the FIKIT based inference system accelerated high priority tasks by 1.32 to 16.41 times compared to the JCT in GPU sharing mode, and more than half of the cases are accelerated by more than 3.4 times. Alternatively, under preemptive sharing, the low-priority tasks have a comparable to default GPU sharing mode JCT, with a 0.86 to 1 times ratio. We further limit the kernel measurement and runtime fine-grained kernel scheduling overhead to less than 5%.",high,B6,primary_assignment,"The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.",It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.,true,Wenqing Wu,,arxiv:2311.10359,arxiv:2311.10359,4360564320548906726,cs.DC | cs.LG,q08 | q35 | q37,firecrawl research search-papers,false,19,,0.8872045937171068,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2311.10359.json,true,,triaged,primary_assignment,b3/raw-q22-gpu-inference.json | b3/registry.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q008.json | b6/raw-retrieval/q08-synonym-runtime.json | b6/raw-retrieval/q35-foundational-nexus.json | b6/raw-retrieval/q37-foundational-shepherd.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
ServerlessLLM: Low-Latency Serverless Inference for Large Language Models,arxiv:2401.14351,"This paper presents ServerlessLLM, a distributed system designed to support low-latency serverless inference for Large Language Models (LLMs). By harnessing the substantial near-GPU storage and memory capacities of inference servers, ServerlessLLM achieves effective local checkpoint storage, minimizing the need for remote checkpoint downloads and ensuring efficient checkpoint loading. The design of ServerlessLLM features three core contributions: (i) fast multi-tier checkpoint loading, featuring a new loading-optimized checkpoint format and a multi-tier loading system, fully utilizing the bandwidth of complex storage hierarchies on GPU servers; (ii) efficient live migration of LLM inference, which enables newly initiated inferences to capitalize on local checkpoint storage while ensuring minimal user interruption; and (iii) startup-time-optimized model scheduling, which assesses the locality statuses of checkpoints on each server and schedules the model onto servers that minimize the time to start the inference. Comprehensive evaluations, including microbenchmarks and real-world scenarios, demonstrate that ServerlessLLM dramatically outperforms state-of-the-art serverless systems, reducing latency by 10 - 200X across various LLM inference workloads.",high,B6,primary_assignment,"The abstract describes model loading, initialization, caching, or prewarming as a distinct source of inference startup latency.","It separates startup effects from steady-state execution, which is needed to explain warm-versus-cold episode latency.",true,"Yao Fu, Leyang Xue, Yeqi Huang, Andrei-Octavian Brabete, Dmitrii Ustiugov, Yuvraj Patel, Luo Mai",,arxiv:2401.14351,arxiv:2401.14351,6594633025527697482,cs.LG | cs.DC,q07 | q13 | q19 | q29 | q38 | q42,firecrawl research search-papers,false,31,130.968,0.8896822953007268,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2401.14351.json,true,,triaged,primary_assignment,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.json | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q007.json | b6/raw-retrieval/q07-synonym-cold.json | b6/raw-retrieval/q13-mechanism-load.json | b6/raw-retrieval/q19-failure-cold.json | b6/raw-retrieval/q29-adjacent-serverless.json | b6/raw-retrieval/q38-foundational-infaas.json | b6/raw-retrieval/q42-recent-loading.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
Anatomizing Deep Learning Inference in Web Browsers,arxiv:2402.05981,"Web applications have increasingly adopted Deep Learning (DL) through in-browser inference, wherein DL inference performs directly within Web browsers. The actual performance of in-browser inference and its impacts on the quality of experience (QoE) remain unexplored, and urgently require new QoE measurements beyond traditional ones, e.g., mainly focusing on page load time. To bridge this gap, we make the first comprehensive performance measurement of in-browser inference to date. Our approach proposes new metrics to measure in-browser inference: responsiveness, smoothness, and inference accuracy. Our extensive analysis involves 9 representative DL models across Web browsers of 50 popular PC devices and 20 mobile devices. The results reveal that in-browser inference exhibits a substantial latency gap, averaging 16.9 times slower on CPU and 4.9 times slower on GPU compared to native inference on PC devices. The gap on mobile CPU and mobile GPU is 15.8 times and 7.8 times, respectively. Furthermore, we identify contributing factors to such latency gap, including underutilized hardware instruction sets, inherent overhead in the runtime environment, resource contention within the browser, and inefficiencies in software libraries and GPU abstractions. Additionally, in-browser inference imposes significant memory demands, at times exceeding 334.6 times the size of the DL models themselves, partly attributable to suboptimal memory management. We also observe that in-browser inference leads to a significant 67.2% increase in the time it takes for GUI components to render within Web browsers, significantly affecting the overall user QoE of Web applications reliant on this technology",high,B6,primary_assignment,"The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.",It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.,true,"Qipeng Wang, Shiqi Jiang, Zhenpeng Chen, Xu Cao, Yuanchun Li, Aoyu Li, Yun Ma, Ting Cao, Xuanzhe Liu",,arxiv:2402.05981,arxiv:2402.05981,2358317468375885502,cs.LG | cs.PF,q40,firecrawl research search-papers,true,43,,0.9205614508160216,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2402.05981.json,true,,triaged,primary_assignment,b4/raw-retrieval/q06-contention-shared-GPU.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q40-foundational-wild.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
Beyond Inference: Performance Analysis of DNN Server Overheads for Computer Vision,arxiv:2403.12981,"Deep neural network (DNN) inference has become an important part of many data-center workloads. This has prompted focused efforts to design ever-faster deep learning accelerators such as GPUs and TPUs. However, an end-to-end DNN-based vision application contains more than just DNN inference, including input decompression, resizing, sampling, normalization, and data transfer. In this paper, we perform a thorough evaluation of computer vision inference requests performed on a throughput-optimized serving system. We quantify the performance impact of server overheads such as data movement, preprocessing, and message brokers between two DNNs producing outputs at different rates. Our empirical analysis encompasses many computer vision tasks including image classification, segmentation, detection, depth-estimation, and more complex processing pipelines with multiple DNNs. Our results consistently demonstrate that end-to-end application performance can easily be dominated by data processing and data movement functions (up to 56% of end-to-end latency in a medium-sized image, and âˆ¼ 80% impact on system throughput in a large image), even though these functions have been conventionally overlooked in deep learning system design. Our work identifies important performance bottlenecks in different application scenarios, achieves 2.25Ã— better throughput compared to prior work, and paves the way for more holistic deep learning system design.",high,B6,primary_assignment,"The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,true,"Ahmed F. AbouElhamayed, Susanne Balle, Deshanand Singh, Mohamed S. Abdelfattah",,arxiv:2403.12981,arxiv:2403.12981,8687987873447385173,cs.DC | cs.AI | cs.CV | cs.LG,q10 | q11,firecrawl research search-papers,false,42,,0.878147149230382,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2403.12981.json,true,,triaged,primary_assignment,b4/raw-retrieval/q07-variance-decomposition-end-to-end.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q010.json | b6/raw-retrieval/q10-synonym-deadline.json | b6/raw-retrieval/q11-mechanism-decomp.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
SGDRC: Software-Defined Dynamic Resource Control for Concurrent DNN Inference on NVIDIA GPUs,arxiv:2407.13996,"Cloud service providers heavily colocate high-priority, latency-sensitive (LS), and low-priority, best-effort (BE) DNN inference services on the same GPU to improve resource utilization in data centers. Among the critical shared GPU resources, there has been very limited analysis on the dynamic allocation of compute units and VRAM bandwidth, mainly for two reasons: (1) The native GPU resource management solutions are either hardware-specific, or unable to dynamically allocate resources to different tenants, or both; (2) NVIDIA doesn't expose interfaces for VRAM bandwidth allocation, and the software stack and VRAM channel architectures are black-box, both of which limit the software-level resource management. These drive prior work to design either conservative sharing policies detrimental to throughput, or static resource partitioning only applicable to a few GPU models. To bridge this gap, this paper proposes SGDRC, a fully software-defined dynamic VRAM bandwidth and compute unit management solution for concurrent DNN inference services. SGDRC aims at guaranteeing service quality, maximizing the overall throughput, and providing general applicability to NVIDIA GPUs. SGDRC first reveals a general VRAM channel hash mapping architecture of NVIDIA GPUs through comprehensive reverse engineering and eliminates VRAM channel conflicts using software-level cache coloring. SGDRC applies bimodal tensors and tidal SM masking to dynamically allocate VRAM bandwidth and compute units, and guides the allocation of resources based on offline profiling. We evaluate 11 mainstream DNNs with real-world workloads on two NVIDIA GPUs. The results show that compared with the state-of-the-art GPU sharing solutions, SGDRC achieves the highest SLO attainment rates (99.0% on average), and improves overall throughput by up to 1.47x and BE job throughput by up to 2.36x.",high,B6,primary_assignment,"The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.",It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.,true,"Yongkang Zhang, Haoxuan Yu, Chenxia Han, Cheng Wang, Baotong Lu, Yunzhe Li, Zhifeng Jiang, Yang Li, Xiaowen Chu, Huaicheng Li",,arxiv:2407.13996,arxiv:2407.13996,3128416659450792088,cs.DC | cs.AR | cs.PF,q09 | q14 | q26,firecrawl research search-papers,false,13,,0.9370266439430035,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2407.13996.json,true,,triaged,primary_assignment,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q009.json | b6/raw-retrieval/q09-synonym-tail.json | b6/raw-retrieval/q14-mechanism-contention.json | b6/raw-retrieval/q26-adjacent-cloud.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
Tally: Non-Intrusive Performance Isolation for Concurrent Deep Learning Workloads,arxiv:2410.07381,"GPU underutilization is a significant concern in many production deep learning clusters, leading to prolonged job queues and increased operational expenses. A promising solution to this inefficiency is GPU sharing, which improves resource utilization by allowing multiple workloads to execute concurrently on a single GPU. However, deploying GPU sharing in production settings faces critical obstacles due to the limitations of existing mechanisms, including high integration costs, inadequate performance isolation, and limited application compatibility. To address these issues, we introduce Tally, a non-intrusive GPU sharing mechanism that provides robust performance isolation and comprehensive workload compatibility. The key to Tally's robust performance isolation capability lies in its fine-grained thread-block-level GPU kernel scheduling strategy, which allows the system to effectively mitigate interference caused by workload co-execution. We evaluate Tally on a diverse range of workloads and show that it incurs an average overhead of only 7.2% on the 99th-percentile latency of high-priority inference tasks when executed concurrently with best-effort training workloads, compared to 188.9% overhead exhibited by the state-of-the-art GPU sharing systems like TGS, while achieving over 80% of TGS's system throughput.",high,B6,primary_assignment,"The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.",It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.,true,"Wei Zhao, Anand Jayarajan, Gennady Pekhimenko",,arxiv:2410.07381,arxiv:2410.07381,4115146167370720901,cs.DC,q07 | q08 | q09 | q12 | q14 | q26 | q28 | q43,firecrawl research search-papers,false,15,,0.9324533088603709,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2410.07381.json,true,,triaged,primary_assignment,b4/raw-retrieval/q16-multi-tenant-GPU-contention.json | b4/raw-retrieval/q24-scheduling-interference-accelerator.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q007.json | b6/raw-retrieval/q008.json | b6/raw-retrieval/q009.json | b6/raw-retrieval/q08-synonym-runtime.json | b6/raw-retrieval/q09-synonym-tail.json | b6/raw-retrieval/q12-mechanism-kernel.json | b6/raw-retrieval/q14-mechanism-contention.json | b6/raw-retrieval/q26-adjacent-cloud.json | b6/raw-retrieval/q28-adjacent-hpc.json | b6/raw-retrieval/q43-recent-stalls.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
