pass2_index,assigned_agent,paper_id,paper_title,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
132,3,8705531516229927827,Taming the Tail of Maximal Information Age in Wireless Industrial Networks,HIGH,B5,Taming the Tail of Maximal Information Age in Wireless Industrial Networks,arxiv:1909.04335,"In wireless industrial networks, the information of time-sensitive control systems needs to be transmitted in an ultra-reliable and low-latency manner. This letter studies the resource allocation problem in finite blocklength transmission, in which the information freshness is measured as the age of information (AoI) whose maximal AoI is characterized using extreme value theory (EVT). The considered system design is to minimize the sensors' transmit power and transmission blocklength subject to constraints on the maximal AoI's tail behavior. The studied problem is solved using Lyapunov stochastic optimization, and a dynamic reliability and age-aware policy for resource allocation and status updates is proposed. Simulation results validate the effectiveness of using EVT to characterize the maximal AoI. It is shown that sensors need to send larger-size data with longer transmission blocklength at lower transmit power. Moreover, the maximal AoI's tail decays faster at the expense of higher average information age.",high,B5,1,B5=high,"B5=The abstract treats freshness, age of information, timeliness, stale data, or value of information as a correctness or control variable.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,"Chen-Feng Liu, Mehdi Bennis",,arxiv:1909.04335,arxiv:1909.04335,8705531516229927827,,q09-syn-aoi | q19-mech-freshness | q30-adj-cps,,,B5,false,false,false,false,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q09-syn-aoi.json | b5/raw-retrieval/q19-mech-freshness.json | b5/raw-retrieval/q30-adj-cps.json,b5/abstract-triage.jsonl
137,3,1285158271858717206,Joint Cross-layer Optimization in Real-Time Networked Control Systems,MEDIUM,B5,Joint Cross-layer Optimization in Real-Time Networked Control Systems,arxiv:1910.04631,"Networked control system (NCS) refer to a set of control loops that are closed over a communication network. In this article, the joint operation of control and networking for NCS is investigated wherein the network serves the sensor-to-controller communication links for multiple stochastic linear time-invariant (LTI) sub-systems. The sensors sample packets based on the observed plant state, which they send over a shared multi-hop network. The network has limited communication resources, which need to be assigned to competing links to support proper control loop operation. In this set-up, we formulate an optimization problem to minimize the weighted-sum linear-quadratic-Gaussian (LQG) cost of all loops, taking into account the admissible sampling, control, congestion control and scheduling policies. Under some mild assumptions on the sampling frequencies of the control loops and the communication network, we find the joint optimal solution to be given by a certainty equivalence control with threshold-based sampling policy, as well as a back-pressure type scheduler with a simple pass-through congestion control. The interface between network and control loops is identified to be the buffer state of the sensor node, which can be interpreted as network price for sampling a packet from control perspective. We validate our theoretical claims by simulating NCSs comprising of multiple LTI stochastic control loops communicating over a two-hop cellular network.",medium,B5,1,B5=medium,"B5=The abstract evaluates networked robotics, wireless control, teleoperation, or autonomous-system communication under imperfect transport.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,"Markus Klügel, Mohammad H. Mamduhi, Onur Ayan, Mikhail Vilgelm, Karl H. Johansson, Sandra Hirche, Wolfgang Kellerer",,arxiv:1910.04631,arxiv:1910.04631,1285158271858717206,,q20-mech-timing | q39-found-realtime,,,B5,false,false,false,false,b4/raw-retrieval/q09-jitter-real-time-systems.json | b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q20-mech-timing.json | b5/raw-retrieval/q39-found-realtime.json | b7/canonical-registry.json | b7/raw-retrieval/q21-failure-congestion.json,b5/abstract-triage.jsonl
142,3,5396548060118504054,Motion Generation Interface of ROS to PODO Software Framework for Wheeled Huamanoid Robot,MEDIUM,B8,Motion Generation Interface of ROS to PODO Software Framework for Wheeled Huamanoid Robot,arxiv:2001.00358,"This paper discusses the development of robot motion generation interface between a real-time software architecture and a non-real-time robot operating system. In order for robots to execute intelligent manipulation or navigation, close integration of high-level perception and low-level control is required. However, many available open-source perception modules are developed in ROS, which operates on Linux OS that don't guarantee RT performance. This can lead to non-deterministic responses and stability problems that can adversely affect robot control. As a result, many robotic systems devote RTOS for low-level motion control. Similarly, the humanoid robot platform developed at KAIST, Hubo, utilizes a custom real-time software framework called PODO. Although PODO provides easy interface for motion generation, it lacks interface to high-level frameworks such as ROS. As such, we present a new motion generation interface between ROS and PODO that enables users to generate motion trajectories through standard ROS messages while leveraging a real-time motion controller. With the proposed communication interface, we demonstrate series of manipulator tasks on the actual wheeled humanoid platform, M-Hubo. The overall communication interface responsiveness was at most 27 milliseconds.",medium,B8,1,B8=medium,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2020,2001.00358 | 5396548060118504054 | arxiv:2001.00358,arxiv:2001.00358,5396548060118504054,,,,,B8,false,false,false,false,b1/expansion/expansion-manifest.jsonl | b5/canonical-registry.jsonl | b5/raw-retrieval/q03-direct-command.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
147,3,4449360832765317079,The Marathon 2: A Navigation System,MEDIUM,B8,The Marathon 2: A Navigation System,arxiv:2003.00368,"Developments in mobile robot navigation have enabled robots to operate in warehouses, retail stores, and on sidewalks around pedestrians. Various navigation solutions have been proposed, though few as widely adopted as ROS Navigation. 10 years on, it is still one of the most popular navigation solutions. Yet, ROS Navigation has failed to keep up with modern trends. We propose the new navigation solution, Navigation2, which builds on the successful legacy of ROS Navigation. Navigation2 uses a behavior tree for navigator task orchestration and employs new methods designed for dynamic environments applicable to a wider variety of modern sensors. It is built on top of ROS2, a secure message passing framework suitable for safety critical applications and program lifecycle management. We present experiments in a campus setting utilizing Navigation2 to operate safely alongside students over a marathon as an extension of the experiment proposed in Eppstein et al. The Navigation2 system is freely available at https://github.com/ros-planning/navigation2 with a rich community and instructions.",medium,B8,1,B8=medium,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2020,2003.00368 | 4449360832765317079 | arxiv:2003.00368,arxiv:2003.00368,4449360832765317079,,,,,B8,false,false,false,false,b1/expansion/expansion-manifest.jsonl | b3/expansion-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b8/expansion-canonical-registry.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
152,3,7283097417584407771,LGSVL Simulator: A High Fidelity Simulator for Autonomous Driving,MEDIUM,B8,LGSVL Simulator: A High Fidelity Simulator for Autonomous Driving,arxiv:2005.03778,"Testing autonomous driving algorithms on real autonomous vehicles is extremely costly and many researchers and developers in the field cannot afford a real car and the corresponding sensors. Although several free and open-source autonomous driving stacks, such as Autoware and Apollo are available, choices of open-source simulators to use with them are limited. In this paper, we introduce the LGSVL Simulator which is a high fidelity simulator for autonomous driving. The simulator engine provides end-to-end, full-stack simulation which is ready to be hooked up to Autoware and Apollo. In addition, simulator tools are provided with the core simulation engine which allow users to easily customize sensors, create new types of controllable objects, replace some modules in the core simulator, and create digital twins of particular environments.",medium,B8,1,B8=medium,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2020,2005.03778 | 7283097417584407771 | arxiv:2005.03778,arxiv:2005.03778,7283097417584407771,,,,,B8,false,false,false,false,b8/expansion-canonical-registry.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
157,3,4069800463177077041,Spatiotemporal Calibration of Camera and 3D Laser Scanner,MEDIUM,B8,Spatiotemporal Calibration of Camera and 3D Laser Scanner,arxiv:2006.16081,"The multi-sensory setups consisting of the laser scanners and cameras are popular as the measurements complement each other and provide necessary robustness for applications. Under dynamic conditions or when in motion, a direct transformation (spatial calibration) and time offset between sensors (temporal calibration) is needed to determine the correspondence between measurements. We propose an open-source spatiotemporal calibration framework for a camera and a 3D laser scanner. Our solution is based on commonly available chessboard markers requiring one-minute calibration before the operation that offers accurate and repeatable results. The framework is based on batch optimization of point-to-plane constraints with a time offset calibration possible by a novel continuous representation of the plane equations based on a minimal representation in the Lie algebra and the use of B-splines. The framework's properties are evaluated in simulation while correctness is verified with two distinct sensory setups with Velodyne VLP-16 and SICK MRS6124 3D laser scanners.",medium,B8,1,B8=medium,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2020,2006.16081 | 4069800463177077041 | arxiv:2006.16081,arxiv:2006.16081,4069800463177077041,,,,,B8,false,false,false,false,b1/expansion/expansion-manifest.jsonl | b3/expansion-registry.json | b8/expansion-canonical-registry.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
162,3,2115619635815627513,FIRM: An Intelligent Fine-Grained Resource Management Framework for SLO-Oriented Microservices,HIGH,B4 | B8,FIRM: An Intelligent Fine-Grained Resource Management Framework for SLO-Oriented Microservices,arxiv:2008.08509,"Modern user-facing latency-sensitive web services include numerous distributed, intercommunicating microservices that promise to simplify software development and operation. However, multiplexing of compute resources across microservices is still challenging in production because contention for shared resources can cause latency spikes that violate the service-level objectives (SLOs) of user requests. This paper presents FIRM, an intelligent fine-grained resource management framework for predictable sharing of resources across microservices to drive up overall utilization. FIRM leverages onlin",high,B4 | B8,2,B4=high | B8=medium,B4=tail; contention | B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B4=Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path. | B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B4=true | B8=true,expansion_round_1,,2020,arxiv:2008.08509,arxiv:2008.08509,2115619635815627513,,12-variance | microservices distributed tracing tail latency critical path fault localization chaos experiments,firecrawl research search-papers,,B4 | B8,false,false,false,true,b3/expansion-registry.json | b3/raw-q12-variance.json | b3/registry.json | b4/expansion/expansion-followup-manifest.jsonl | b4/raw-retrieval/q18-load-shedding-backpressure.json | b8/canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json | b8/raw/adjacent-05.json,b4/expansion/expansion-followup-triage.jsonl | b8/expansion-triage.jsonl
167,3,arxiv:2010.12114,The nanoPU: Redesigning the CPU-Network Interface to Minimize RPC Tail Latency,MEDIUM,B4,The nanoPU: Redesigning the CPU-Network Interface to Minimize RPC Tail Latency,arxiv:2010.12114,"The nanoPU is a new networking-optimized CPU designed to minimize tail latency for RPCs. By bypassing the cache and memory hierarchy, the nanoPU directly places arriving messages into the CPU register file. The wire-to-wire latency through the application is just 65ns, about 13x faster than the current state-of-the-art. The nanoPU moves key functions from software to hardware: reliable network transport, congestion control, core selection, and thread scheduling. It also supports a unique feature to bound the tail latency experienced by high-priority applications. Our prototype nanoPU is based",medium,B4,1,B4=medium,B4=tail/percentile behavior; scheduling/deadline policy; backpressure/overload control; network/transport transfer,B4=Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve.,B4=true,primary_assignment,Stephen Ibanez; Alex Mallery; Serhat Arslan; Theo Jepsen; Muhammad Shahbaz; Nick McKeown; Changhoon Kim,2020,arxiv:2010.12114,arxiv:2010.12114,arxiv:2010.12114,cs.AR | cs.NI,q17-head-of-line-blocking-microservices.json,,,B4,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q17-head-of-line-blocking-microservices.json,b4/abstract-triage.jsonl
172,3,238041654804639260,StrObe: Streaming Object Detection from LiDAR Packets,HIGH,B7,StrObe: Streaming Object Detection from LiDAR Packets,arxiv:2011.06425,"Many modern robotics systems employ LiDAR as their main sensing modality due to its geometrical richness. Rolling shutter LiDARs are particularly common, in which an array of lasers scans the scene from a rotating base. Points are emitted as a stream of packets, each covering a sector of the 360 coverage. Modern perception algorithms wait for the full sweep to be built before processing the data, which introduces an additional latency. For typical 10Hz LiDARs this will be 100ms. As a consequence, by the time an output is produced, it no longer accurately reflects the state of the world. This poses a challenge, as robotics applications require minimal reaction times, such that maneuvers can be quickly planned in the event of a safety-critical situation. In this paper we propose StrObe, a novel approach that minimizes latency by ingesting LiDAR packets and emitting a stream of detections without waiting for the full sweep to be built. StrObe reuses computations from previous packets and iteratively updates a latent spatial representation of the scene, which acts as a memory, as new evidence comes in, resulting in accurate low-latency perception. We demonstrate the effectiveness of our approach on a large scale real-world dataset, showing that StrObe far outperforms the state-of-the-art when latency is taken into account, and matches the performance in the traditional setting.",high,B7,1,B7=high,B7=Processes LiDAR packets incrementally instead of waiting for a full sweep and measures latency-aware detection quality.,B7=It gives a concrete freshness boundary for observation capture and shows how packet timestamps affect usable world state.,B7=true,primary_assignment,,,arxiv:2011.06425,arxiv:2011.06425,238041654804639260,,,firecrawl research search-papers,foundational_or_prior,B7,false,false,false,false,b4/raw-retrieval/q10-latency-distribution-measurement.json | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q20-failure-drops.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q23-failure-nondeterminism.json,b7/abstract-triage.jsonl
177,3,arxiv:2101.06537,PL2: Towards Predictable Low Latency in Rack-Scale Networks,HIGH,B4,PL2: Towards Predictable Low Latency in Rack-Scale Networks,arxiv:2101.06537,"High performance rack-scale offerings package disaggregated pools of compute, memory and storage hardware in a single rack to run diverse workloads with varying requirements, including applications that need low and predictable latency. The intra-rack network is typically high speed Ethernet, which can suffer from congestion leading to packet drops and may not satisfy the stringent tail latency requirements for some workloads (including remote memory/storage accesses). In this paper, we design a Predictable Low Latency(PL2) network architecture for rack-scale systems with Ethernet as interconn",high,B4,1,B4=high,B4=tail; backpressure; networking,"B4=Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",B4=true,expansion_round_1,,,,arxiv:2101.06537,,,,,,B4,false,false,false,false,b4/expansion/expansion-followup-manifest.jsonl,b4/expansion/expansion-followup-triage.jsonl
182,3,1358290719801915792,Software Engineering for Robotic Systems:a systematic mapping study,MEDIUM,B8,Software Engineering for Robotic Systems:a systematic mapping study,arxiv:2102.12520,"Robots are being applied in a vast range of fields, leading researchers and practitioners to write tasks more complex than in the past. The robot software complexity increases the difficulty of engineering the robot's software components with quality requirements. Researchers and practitioners have applied software engineering (SE) approaches and robotic domains to address this issue in the last two decades. This study aims to identify, classify and evaluate the current state-of-the-art Software Engineering for Robotic Systems (SERS). We systematically selected and analyzed 50 primary studies extracted from an automated search on Scopus digital library and manual search on the two editions of the RoSE workshop. We present three main contributions. Firstly, we provide an analysis from three following perspectives: demographics of publication, SE areas applied in robotics domains, and RSE findings. Secondly, we show a catalogue of research studies that apply software engineering techniques in the robotic domain, classified with the SWEBOK guide. We have identified 5 of 15 software engineering areas from the SWEBOK guide applied explicitly in robotic domains. The majority of the studies focused on the development phase (design, models and methods and construction). Testing and quality software areas have little coverage in SERS. Finally, we identify research opportunities and gaps in software engineering for robotic systems for future studies.",medium,B8,1,B8=medium,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2021,1358290719801915792 | 2102.12520 | arxiv:2102.12520,arxiv:2102.12520,1358290719801915792,,,,,B8,false,false,false,false,b8/expansion-canonical-registry.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
187,3,7865034857012623966,DepGraph: Localizing Performance Bottlenecks in Multi-Core Applications Using Waiting Dependency Graphs and Software Tracing,HIGH,B2 | B3,DepGraph: Localizing Performance Bottlenecks in Multi-Core Applications Using Waiting Dependency Graphs and Software Tracing,arxiv:2103.04933,"This paper addresses the challenge of understanding the waiting dependencies between the threads and hardware resources required to complete a task. The objective is to improve software performance by detecting the underlying bottlenecks caused by system-level blocking dependencies. In this paper, we use a system level tracing approach to extract a Waiting Dependency Graph that shows the breakdown of a task execution among all the interleaving threads and resources. The method allows developers and system administrators to quickly discover how the total execution time is divided among its interacting threads and resources. Ultimately, the method helps detecting bottlenecks and highlighting their possible causes. Our experiments show the effectiveness of the proposed approach in several industry-level use cases. Three performance anomalies are analysed and explained using the proposed approach. Evaluating the method efficiency reveals that the imposed overhead never exceeds 10.1%, therefore making it suitable for in-production environments.",high,B2 | B3,2,B2=high | B3=high,B2=Combines system-level tracing with waiting-dependency graphs over interleaving threads and hardware resources to explain task execution time. | B3=Builds waiting-dependency graphs over interleaving threads and hardware resources to break down task execution and explain bottlenecks.,"B2=Transfers directly to attributing robot episode delays to scheduler, worker, or hardware-resource dependencies. | B3=Direct mechanism for attributing delay to queueing, threads, CPU, and resource contention; reports production overhead below 10.1%.",B2=true | B3=true,primary_assignment,Naser Ezzati-Jivan | Quentin Fournier | Michel R. Dagenais | Abdelwahab Hamou-Lhadj,2021,arxiv:2103.04933,arxiv:2103.04933,7865034857012623966,cs.SE,14-async-critical | expansion-similar-01,related-similar,general,B2 | B3,false,false,false,false,b2/registry-expansion-additions.json | b2/registry-final.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q14-async-critical.json | b3/read-evidence-manifest.jsonl | b3/registry.json,b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl | b3/triage.jsonl
192,3,3128522236556480702,Pylot: A Modular Platform for Exploring Latency-Accuracy Tradeoffs in Autonomous Vehicles,HIGH,B7,Pylot: A Modular Platform for Exploring Latency-Accuracy Tradeoffs in Autonomous Vehicles,arxiv:2104.07830,"We present Pylot, a platform for autonomous vehicle (AV) research and development, built with the goal to allow researchers to study the effects of the latency and accuracy of their models and algorithms on the end-to-end driving behavior of an AV. This is achieved through a modular structure enabled by our high-performance dataflow system that represents AV software pipeline components (object detectors, motion planners, etc.) as a dataflow graph of operators which communicate on data streams using timestamped messages. Pylot readily interfaces with popular AV simulators like CARLA, and is easily deployable to real-world vehicles with minimal code changes. To reduce the burden of developing an entire pipeline for evaluating a single component, Pylot provides several state-of-the-art reference implementations for the various components of an AV pipeline. Using these reference implementations, a Pylot-based AV pipeline is able to drive a real vehicle, and attains a high score on the CARLA Autonomous Driving Challenge. We also present several case studies enabled by Pylot, including evidence of a need for context-dependent components, and per-component time allocation. Pylot is open source, with the code available at https://github.com/erdos-project/pylot.",high,B7,1,B7=high,B7=Represents an autonomous-vehicle pipeline as timestamped dataflow operators and exposes per-component latency/accuracy trade-offs.,B7=The timestamped graph is a close analogue for capturing observation-to-action episode provenance.,B7=true,primary_assignment,,2021,arxiv:2104.07830,arxiv:2104.07830,3128522236556480702,,autonomous driving end-to-end latency profiling sensor fusion logging replay validation,firecrawl research search-papers,,B7,false,false,false,false,b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q26-adjacent-av.json | b8/canonical-registry.json | b8/raw/adjacent-02.json,b7/abstract-triage.jsonl
197,3,8535061699263342057,An Influence-based Approach for Root Cause Alarm Discovery in Telecom Networks,HIGH,B3,An Influence-based Approach for Root Cause Alarm Discovery in Telecom Networks,arxiv:2105.03092,"Alarm root cause analysis is a significant component in the day-to-day telecommunication network maintenance, and it is critical for efficient and accurate fault localization and failure recovery. In practice, accurate and self-adjustable alarm root cause analysis is a great challenge due to network complexity and vast amounts of alarms. A popular approach for failure root cause identification is to construct a graph with approximate edges, commonly based on either event co-occurrences or conditional independence tests. However, considerable expert knowledge is typically required for edge pruning. We propose a novel data-driven framework for root cause alarm localization, combining both causal inference and network embedding techniques. In this framework, we design a hybrid causal graph learning method (HPCI), which combines Hawkes Process with Conditional Independence tests, as well as propose a novel Causal Propagation-Based Embedding algorithm (CPBE) to infer edge weights. We subsequently discover root cause alarms in a real-time data stream by applying an influence maximization algorithm on the weighted graph. We evaluate our method on artificial data and real-world telecom data, showing a significant improvement over the best baselines.",high,B3,1,B3=high,"B3=Combines causal graph learning, Hawkes processes, network embeddings, and influence maximization for root alarm localization.",B3=A streaming alarm-cascade model for ranking initiating faults rather than downstream symptoms.,B3=false,primary_assignment,,,arxiv:2105.03092,arxiv:2105.03092,8535061699263342057,,05-event-graph,,,B3,false,false,false,false,b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/raw-q05-event-graph.json | b3/registry.json,b3/triage.jsonl
202,3,3390814624128138026,Optimal Status Update for Caching Enabled IoT Networks: A Dueling Deep R-Network Approach,HIGH,B5,Optimal Status Update for Caching Enabled IoT Networks: A Dueling Deep R-Network Approach,arxiv:2106.06945,"In the Internet of Things (IoT) networks, caching is a promising technique to alleviate energy consumption of sensors by responding to users' data requests with the data packets cached in the edge caching node (ECN). However, without an efficient status update strategy, the information obtained by users may be stale, which in return would inevitably deteriorate the accuracy and reliability of derived decisions for real-time applications. In this paper, we focus on striking the balance between the information freshness, in terms of age of information (AoI), experienced by users and energy consumed by sensors, by appropriately activating sensors to update their current status. Particularly, we first depict the evolutions of the AoI with each sensor from different users' perspective with time steps of non-uniform duration, which are determined by both the users' data requests and the ECN's status update decision. Then, we formulate a non-uniform time step based dynamic status update optimization problem to minimize the long-term average cost, jointly considering the average AoI and energy consumption. To this end, a Markov Decision Process is formulated and further, a dueling deep R-network based dynamic status update algorithm is devised by combining dueling deep Q-network and tabular R-learning, with which challenges from the curse of dimensionality and unknown of the environmental dynamics can be addressed. Finally, extensive simulations are conducted to validate the effectiveness of our proposed algorithm by comparing it with five baseline deep reinforcement learning algorithms and policies.",high,B5,1,B5=high,"B5=The abstract treats freshness, age of information, timeliness, stale data, or value of information as a correctness or control variable.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,"Chao Xu, Yiping Xie, Xijun Wang, Howard H. Yang, Dusit Niyato, Tony Q. S. Quek",,arxiv:2106.06945,arxiv:2106.06945,3390814624128138026,,q19-mech-freshness | q36-adj-iot,,,B5,false,false,false,false,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q19-mech-freshness.json | b5/raw-retrieval/q36-adj-iot.json,b5/abstract-triage.jsonl
207,3,arxiv:2108.03492,Clio: A Hardware-Software Co-Designed Disaggregated Memory System,HIGH,B4,Clio: A Hardware-Software Co-Designed Disaggregated Memory System,arxiv:2108.03492,"Memory disaggregation has attracted great attention recently because of its benefits in efficient memory utilization and ease of management. So far, memory disaggregation research has all taken one of two approaches: building/emulating memory nodes using regular servers or building them using raw memory devices with no processing power. The former incurs higher monetary cost and faces tail latency and scalability limitations, while the latter introduces performance, security, and management problems. Server-based memory nodes and memory nodes with no processing power are two extreme approaches",high,B4,1,B4=high,B4=tail; decomposition,"B4=Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",B4=true,expansion_round_1,,,,arxiv:2108.03492,,,,,,B4,false,false,false,false,b4/expansion/expansion-followup-manifest.jsonl,b4/expansion/expansion-followup-triage.jsonl
212,3,8172766496941386577,AID: Efficient Prediction of Aggregated Intensity of Dependency in Large-scale Cloud Systems,HIGH,B2,AID: Efficient Prediction of Aggregated Intensity of Dependency in Large-scale Cloud Systems,arxiv:2109.04893,"AID derives candidate service dependency pairs from distributed-tracing spans, represents each service with a multivariate time series aggregated from spans, and estimates dependency intensity from caller/callee status similarity. It is evaluated on an open-source microservice benchmark and a production cloud system.",high,B2,1,B2=high,B2=Builds candidate service dependencies from spans and estimates dependency intensity from correlated multivariate service-status time series.,B2=Adds a graded dependency signal when a robot trace shows correlation but not a simple one-parent causal edge.,B2=true,primary_assignment,Tianyi Yang | Jiacheng Shen | Yuxin Su | Xiao Ling | Yongqiang Yang | Michael R. Lyu,2021,,,8172766496941386577,cs.DC | cs.SE,expansion-references-01 | expansion-similar-01,related-references | related-similar,general,B2,false,false,false,false,b2/registry-expansion-additions.json | b2/registry-final.json,b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl
217,3,2154163088485871028,FaaSter Troubleshooting -- Evaluating Distributed Tracing Approaches for Serverless Applications,HIGH,B3 | B7,FaaSter Troubleshooting -- Evaluating Distributed Tracing Approaches for Serverless Applications,arxiv:2110.03471,"Serverless applications can be particularly difficult to troubleshoot, as these applications are often composed of various managed and partly managed services. Faults are often unpredictable and can occur at multiple points, even in simple compositions. Each additional function or service in a serverless composition introduces a new possible fault source and a new layer to obfuscate faults. Currently, serverless platforms offer only limited support for identifying runtime faults. Developers looking to observe their serverless compositions often have to rely on scattered logs and ambiguous error messages to pinpoint root causes. In this paper, we investigate the use of distributed tracing for improving the observability of faults in serverless applications. To this end, we first introduce a model for characterizing fault observability, then provide a prototypical tracing implementation - specifically, a developer-driven and a platform-supported tracing approach. We compare both approaches with our model, measure associated trade-offs (execution latency, resource utilization), and contribute new insights for troubleshooting serverless compositions.",high,B3 | B7,2,B3=high | B7=medium,B3=Defines fault observability for serverless compositions and compares developer-driven versus platform-supported distributed tracing with latency/resource trade-offs. | B7=Compares developer- and platform-supported distributed tracing with an explicit fault-observability model and latency/resource trade-offs.,"B3=Useful comparison for hosted inference pipelines with managed services and incomplete span coverage. | B7=The observability model transfers to robot episodes whose failures span nodes, drivers, and middleware boundaries.",B3=false | B7=true,primary_assignment,,,arxiv:2110.03471,arxiv:2110.03471,2154163088485871028,,04-trace-causality | 09-error-propagation | 23-host-telemetry | 35-classic-tracing,,,B3 | B7,false,false,false,true,b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/raw-q04-trace-causality.json | b3/raw-q09-error-propagation.json | b3/raw-q23-host-telemetry.json | b3/raw-q35-classic-tracing.json | b3/registry.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q30-adjacent-distributed.json,b3/triage.jsonl | b7/abstract-triage.jsonl
