paper_id,title,source_url,abstract,found_by,gem_lanes,review_pass,technical_mechanism,why_it_works,root_seam,experiment,evidence_quote,evidence_location,reported_gain,baseline,uncertainty
arxiv:1502.04666,On Crowdsourced Interactive Live Streaming: A Twitch.TV-Based Measurement Study,https://arxiv.org/abs/1502.04666,"Empowered by today's rich tools for media generation and collaborative production, the multimedia service paradigm is shifting from the conventional single source, to multi-source, to many sources, and now toward crowdsource. Such crowdsourced live streaming platforms as Twitch.tv allow general users to broadcast their content to massive viewers, thereby greatly expanding the content and user bases. The resources available for these non-professional broadcasters however are limited and unstable, which potentially impair the streaming quality and viewers' experience. The diverse live interactions among the broadcasters and viewers can further aggravate the problem. In this paper, we present an initial investigation on the modern crowdsourced live streaming systems. Taking Twitch as a representative, we outline their inside architecture using both crawled data and captured traffic of local broadcasters/viewers. Closely examining the access data collected in a two-month period, we reveal that the view patterns are determined by both events and broadcasters' sources. Our measurements explore the unique source- and event-driven views, showing that the current delay strategy on the viewer's side substantially impacts the viewers' interactive experience, and there is significant disparity between the long broadcast latency and the short live messaging latency. On the broadcaster's side, the dynamic uploading capacity is a critical challenge, which noticeably affects the smoothness of live streaming for viewers.",firecrawl,n14,3,"Controlled source-uplink capacity step-down and restoration, correlated with source-side dropped frames and viewer-side broadcast latency.","The intervention changes broadcaster upload capacity while observing both a source-side symptom (dropped frames) and an end-to-end outcome (viewer broadcast latency). Their stepwise worsening as capacity falls, followed by only slight latency reduction after capacity is restored, supports a causal contribution from the source uplink and exposes possible lingering effects. This is more diagnostic than passive latency logging, though it does not fully decompose network delay from platform processing.","At the robot upload and server receipt boundaries, correlate request IDs and timestamps with transport or upload-capacity signals, server queueing, GPU compute, and action-application timings. The paper’s controlled uplink intervention transfers as a way to test whether an inference tail begins in transport without access to Twitch’s infrastructure.","Replay equivalent remote-inference requests under randomized, controlled robot-uplink bandwidth steps, including an unconstrained condition and restoration. Record per-request upload/receipt times, packet or transport signals, queueing, GPU, and action-application durations; compare tail latency and dropped or delayed requests across conditions and after restoration.","the number of total dropped frames consistently grows with decreasing the uploading bandwidth on the broadcaster’s side. In the meantime, the broadcast latency on the viewer’s side also suffers the stepwise rise","Selected PDF text, Section IV-D, “Impacts of Broadcaster’s sources”",UNKNOWN,"Controlled conditions include No Limit; the paper reports latency rises as upload bandwidth decreases, not a numerical improvement over that condition.","The intervention supports a source-uplink diagnosis, but the reported viewer broadcast latency is not decomposed into transport, platform queueing, and processing. The study does not report inference request tails or a Root-measured gain."
arxiv:1505.06310,Scalability and Dimensioning of Network-Capacity Measurement System using Reflecting Servers,https://arxiv.org/abs/1505.06310,"In a class of methods for measurement of available path capacity and other capacity-related metrics in a network, trains of probe packets are transmitted from a sender to a receiver across a network path, and the sequences of time stamps at sending and reception are analyzed. In large-scale implementations there may potentially be interference between the probe-packet trains corresponding to several concurrent measurement sessions, due to congestion in the network and common measurement end points. This paper outlines principles for large-scale deployments of network capacity measurement methods using standardized network functionality. Further, the paper provides an in-depth study of dimensioning and scalability challenges related to the measurement end-points of such systems. The main result is a framework for dimensioning of large-scale network capacity measurement systems based on TWAMP. The framework is based on a method for explicit calculation of queuelength and waiting-time distributions, where results from M/G/1 queuing theory are combined with Monte Carlo integration.",firecrawl,n06,2,"Use TWAMP probe trains with sender- and reflector-side timestamps, then model the reflector’s non-interleaving output queue as an M/G/1 system and compute queue-length and waiting-time distributions using Monte Carlo integration. This estimates endpoint queueing separately from path delay.","The timestamped probes provide measurements across the path, while the queue model quantifies waiting caused by overlapping trains at a shared reflector. Comparing measured delay with the modeled reflector waiting-time distribution could expose whether a tail is consistent with endpoint queue buildup rather than network-path delay. The model does not identify which competing flow caused the buildup.","Attach TWAMP-like probes and timestamping at the robot and inference server, with transport or reflector-side timestamps where available. Compare end-to-end delay against measured endpoint queue occupancy and the modeled waiting-time distribution to separate network and endpoint queueing; retain request identity to align probes with inference requests.","In a controlled Root test, vary concurrent probe or request-train intensity and train service times at a shared endpoint while holding path conditions and inference workload constant. Compare predicted M/G/1 queue-length and waiting-time quantiles with observed endpoint queueing and request-delay tails; separately record path timestamps to check whether the excess delay is network or endpoint queueing.","we compute the cumulative distribution functions for the out queue length and the waiting time for a train in the queue, for different values of the critical parameters.","Selected PDF text, Section IV, “The Node Scalability Challenge.”",UNKNOWN,UNKNOWN,"The paper studies capacity-measurement reflector scalability and queue dimensioning, not diagnosis of robot inference requests. It does not establish per-request attribution to competing flows, tail-triggered retention, or a streaming diagnosis result. The proposed Root experiment is a transfer, not a reported evaluation."
arxiv:1511.02960,PCS: Predictive Component-level Scheduling for Reducing Tail Latency in Cloud Online Services,https://arxiv.org/abs/1511.02960,"Modern latency-critical online services often rely on composing results from a large number of server components. Hence the tail latency (e.g. the 99th percentile of response time), rather than the average, of these components determines the overall service performance. When hosted on a cloud environment, the components of a service typically co-locate with short batch jobs to increase machine utilizations, and share and contend resources such as caches and I/O bandwidths with them. The highly dynamic nature of batch jobs in terms of their workload types and input sizes causes continuously changing performance interference to individual components, hence leading to their latency variability and high tail latency. However, existing techniques either ignore such fine-grained component latency variability when managing service performance, or rely on executing redundant requests to reduce the tail latency, which adversely deteriorate the service performance when load gets heavier. In this paper, we propose PCS, a predictive and component-level scheduling framework to reduce tail latency for large-scale, parallel online services. It uses an analytical performance model to simultaneously predict the component latency and the overall service performance on different nodes. Based on the predicted performance, the scheduler identifies straggling components and conducts near-optimal component-node allocations to adapt to the changing performance interferences from batch jobs. We demonstrate that, using realistic workloads, the proposed scheduler reduces the component tail latency by an average of 67.05% and the average overall service latency by 64.16% compared with the state-of-the-art techniques on reducing tail latency.",firecrawl | previous_seed,n06,3,"Estimate component service time from measured resource-contention signals, then use request arrival rate and service-time statistics in an M/G/1 model to estimate latency including queueing. This creates separate service-time and queueing contributions rather than treating observed latency as one undifferentiated cause.","When predicted service time rises with contention, the model points to resource interference; when service time is stable but the modeled queueing contribution rises with arrival rate and utilization, it points to queue buildup. The paper applies this model to scheduling rather than validating tail-cause diagnosis, but the separation itself is testable for Root.","Join request identity and robot/server timestamps to server-side arrival-rate measurements, per-component service-time observations, and resource-contention counters. Compare observed latency against estimated service and queueing contributions. This could help distinguish server queue buildup from resource-related service slowdown, but does not by itself isolate network delay from GPU compute or action application.","Replay identical inference requests in a controlled factorial test: vary server arrival rate while holding resource contention low, then hold arrival rate steady while introducing measured network-bandwidth contention. Record request-level queue wait, service time, network events, and end-to-end latency. Test whether the model attributes queue-dominated tails to arrival-rate-driven queueing and contention-dominated tails to service-time changes; include an uncongested baseline.",The extended model further considers the request queueing delay and estimates the latency of the whole service based on its implementation topology.,"Selected PDF text, introduction, contributions describing the extended performance model.",67.05% reduction in component 99th-percentile latency and 64.16% reduction in average overall service latency.,"Request redundancy and request reissue techniques (RED-3, RED-5, RI-90, and RI-99).","The model is evaluated for prediction and scheduling, not for request-level tail-cause diagnosis. Its queueing estimate depends on an M/G/1 assumption and monitored arrival rate and service-time statistics. Although network bandwidth is included among shared-resource signals, the paper does not identify individual off-path flows or separate network delay from other service-time causes; therefore n02 is not promoted."
arxiv:1602.03273,YTrace: End-to-end Performance Diagnosis in Large Cloud and Content Providers,https://arxiv.org/abs/1602.03273,"Content providers build serving stacks to deliver content to users. An important goal of a content provider is to ensure good user experience, since user experience has an impact on revenue. In this paper, we describe a system at Yahoo called YTrace that diagnoses bad user experience in near real time. We present the different components of YTrace for end-to-end multi-layer diagnosis (instrumentation, methods and backend system), and the system architecture for delivering diagnosis in near real time across all user sessions at Yahoo. YTrace diagnoses problems across service and network layers in the end-to-end path spanning user host, Internet, CDN and the datacenters, and has three diagnosis goals: detection, localization and root cause analysis (including cascading problems) of performance problems in user sessions with the cloud. The key component of the methods in YTrace is capturing and discovering causality, which we design based on a mix of instrumentation API, domain knowledge and blackbox methods. We show three case studies from production that span a large-scale distributed storage system, a datacenter-wide network, and an end-to-end video serving stack at Yahoo. We end by listing a number of open directions for performance diagnosis in cloud and content providers.",firecrawl,n04 | n06,2,"YTrace records causal relationships and timestamps at RPC request/response edges, uses those relationships to compute a session’s latency critical path, and estimates variable RPC network delay by subtracting the minimum observed one-way delay in a recent time window. It flags RPCs whose estimated queueing delay is significant relative to end-to-end latency, then associates them with possible network problems using device syslogs and topology.","The critical path identifies RPCs that contributed to a slow session, while the recent-window minimum estimates relatively constant delay and leaves variable delay as a candidate queueing component. This offers a way to focus diagnosis on transport-involved RPCs rather than treating total session latency as a single cause. Syslog correlation can add candidate network-device problems, but does not establish that a device problem caused the RPC delay.","Attach request identity and edge timestamps at the robot and inference service, then apply the variable-delay estimate to transport events for critical-path requests. Compare transport delay with server queueing, GPU execution, and action-application timestamps. YTrace's device-syslog correlation is only suggestive; it does not prove a network-device problem caused a slow RPC, and it relies on infrastructure-specific syslogs and topology.",Replay matched remote-inference requests while independently injecting network queueing and server-side queueing or compute delay. Record request/response edge timestamps and the minimum one-way delay over a recent window; test whether flagged variable delay rises for network-injected tails but not for server-only tails. Separately measure whether correlated network syslogs identify candidate devices without treating correlation as causal proof.,"YTrace estimates queueing delay during the RPC as dAB(e) = CfB(e) − CfA(e) − min∆(dAB), where the min is taken over the recent ∆ time window","Selected PDF text, datacenter network diagnosis section.",UNKNOWN,UNKNOWN,"The supplied text gives a concrete variable-delay estimate and critical-path operation, but does not report a controlled diagnostic accuracy or gain. It explicitly says the relationship between network problems and RPC performance remains to be established; syslog-based results list possible problems. Applicability to robot-to-cloud action loops and streaming is plausible but not demonstrated for those settings."
arxiv:1604.07621,"Micro-burst in Data Centers: Observations, Implications, and Applications",https://arxiv.org/abs/1604.07621,"Micro-burst traffic is not uncommon in data centers. It can cause packet dropping, which results in serious performance degradation (e.g., Incast problem). However, current solutions that attempt to suppress micro-burst traffic are extrinsic and ad hoc, since they lack the comprehensive and essential understanding of micro-burst's root cause and dynamic behavior. On the other hand, traditional studies focus on traffic burstiness in a single flow, while in data centers micro-burst traffic could occur with highly fan-in communication pattern, and its dynamic behavior is still unclear. To this end, in this paper we re-examine the micro-burst traffic in typical data center scenarios. We find that evolution of micro-burst is determined by both TCP's self-clocking mechanism and bottleneck link. Besides, dynamic behaviors of micro-burst under various scenarios can all be described by the slope of queue length increasing. Our observations also implicate that conventional solutions like absorbing and pacing are ineffective to mitigate micro-burst traffic. Instead, senders need to slow down as soon as possible. Inspired by the findings and insights from experimental observations, we propose S-ECN policy, which is an ECN marking policy leveraging the slope of queue length increasing. Transport protocols utilizing S-ECN policy can suppress the sharp queue length increment by over 50%, and reduce the 99th percentile of query completion time by 20%.",firecrawl | previous_seed,n06,2,"Embed a timestamp and switch output-queue length in each packet, then analyze per-packet queue-length evolution and its slope to characterize microbursts and aggregation at a bottleneck.","Fine-grained queue samples expose rapid queue growth that coarse switch monitoring can miss. Queue-growth patterns reflect aggregated traffic behavior; the paper reports that their slopes vary with fan-in and background-flow scenarios, helping distinguish queue buildup and possible upstream hidden-buffer effects from other causes.","At a robot-side or server-side transport event, correlate request timing or packet identity with per-packet switch queue samples. This could show whether a slow request coincided with bottleneck queue growth, including growth intensified by background traffic or an upstream hidden buffer. The context does not establish direct per-request attribution.","In a controlled remote-inference test, retain packet timestamps and queue lengths at a candidate bottleneck while varying fan-in concurrency and adding background traffic. Compare queue-slope patterns for tail requests against request latency and separately measured server queueing, GPU compute, and action-application time.","whenever a packet is passing through the switch, we let it carry the timestamp and current queue length in its payload.","Selected PDF text, paragraph beginning “cause the queue length changes every a few microseconds.”",S-ECN suppresses sharp queue-length increment by over 50% and reduces 99th-percentile query completion time by 20%.,UNKNOWN,"The paper measures data-center switch queues and proposes a congestion-control policy, not remote robot inference. It does not establish request-level attribution or show that queue telemetry alone can separate network delay from server-side queueing, GPU compute, or action application. No sketch or compact sufficient-summary mechanism is described."
arxiv:1605.04966,Performance Characterization of a Commercial Video Streaming Service,https://arxiv.org/abs/1605.04966,"Despite the growing popularity of video streaming over the Internet, problems such as re-buffering and high startup latency continue to plague users. In this paper, we present an end-to-end characterization of Yahoo's video streaming service, analyzing over 500 million video chunks downloaded over a two-week period. We gain unique visibility into the causes of performance degradation by instrumenting both the CDN server and the client player at the chunk level, while also collecting frequent snapshots of TCP variables from the server network stack. We uncover a range of performance issues, including an asynchronous disk-read timer and cache misses at the server, high latency and latency variability in the network, and buffering delays and dropped frames at the client. Looking across chunks in the same session, or destined to the same IP prefix, we see how some performance problems are relatively persistent, depending on the video's popularity, the distance between the client and server, and the client's operating system, browser, and Flash runtime.",firecrawl,n14,2,"Join client- and CDN-side measurements per video chunk, decompose first-byte delay into network, server, backend, and client-stack components, and sample the server TCP connection’s RTT, RTT variability, retransmissions, and congestion window every 500 ms. Aggregate RTT samples by session and client prefix to distinguish transient from persistent high-latency paths.",The joined measurements prevent client-observed delay from being automatically attributed to the network: server-side service timing and TCP-stack signals help separate network behavior from CDN and client download-stack delay. Repeated measurements across chunks and prefixes reveal whether a high RTT is persistent rather than a one-off spike.,"Attach request or inference identity and timestamps to robot-side and server-side transport events; collect available TCP RTT, variation, retransmission, and congestion-window signals alongside server queue and compute timings. Aggregate comparable requests by robot or path to identify persistent network tails without conflating them with server queueing or inference execution.","On a fixed set of remote inference requests, compare existing end-to-end latency monitoring with per-request joined client/server timing and periodic transport-state snapshots. Blindly classify injected network delay, server queueing, and client-side buffering, then compare tail attribution accuracy and localization; also test whether grouping repeated requests by robot/path distinguishes persistent from transient network tails.","To isolate network performance from end-host performance, we measure the end-to-end network path at the CDN host kernel’s TCP stack.","Selected PDF text, instrumentation and TCP measurement discussion following the end-to-end latency decomposition.",UNKNOWN,UNKNOWN,"The context supports the diagnostic operation and its network-versus-end-host rationale, but does not report a controlled diagnostic-accuracy comparison. Transfer to Root depends on access to corresponding transport signals and reliable request identity across robot and server measurements."
arxiv:1605.07334,Near-optimal Bayesian Active Learning with Correlated and Noisy Tests,https://arxiv.org/abs/1605.07334,"We consider the Bayesian active learning and experimental design problem, where the goal is to learn the value of some unknown target variable through a sequence of informative, noisy tests. In contrast to prior work, we focus on the challenging, yet practically relevant setting where test outcomes can be conditionally dependent given the hidden target variable. Under such assumptions, common heuristics, such as greedily performing tests that maximize the reduction in uncertainty of the target, often perform poorly. In this paper, we propose ECED, a novel, computationally efficient active learning algorithm, and prove strong theoretical guarantees that hold with correlated, noisy tests. Rather than directly optimizing the prediction error, at each step, ECED picks the test that maximizes the gain in a surrogate objective, which takes into account the dependencies between tests. Our analysis relies on an information-theoretic auxiliary function to track the progress of ECED, and utilizes adaptive submodularity to attain the near-optimal bound. We demonstrate strong empirical performance of ECED on two problem instances, including a Bayesian experimental design task intended to distinguish among economic theories of how people make risky decisions, and an active preference learning task via pairwise comparisons.",related:similar,n10,3,"Dependency-aware adaptive test selection: after each noisy test, ECED selects the next test by maximizing a surrogate objective that accounts for dependencies among test outcomes.","When candidate measurements are correlated given the hidden cause, treating them as independent can waste tests on redundant evidence. Selecting with those dependencies in view can yield more diagnostic information per measurement and help distinguish causes with fewer tests.","Attach to Root's choice of follow-up measurements for a regressed request. Candidate tests could include robot/server transport timestamps, packet or ACK/loss evidence, queue and NIC signals, and compute timings. Their outcome dependencies would need to be modeled; this could help select a compact set of measurements to distinguish network delay from queueing, GPU compute, or action application.","On controlled requests with injected network and non-network regressions, compare ECED-selected diagnostic measurements with greedy uncertainty-reduction and random selection under equal measurement budgets. Measure cause-identification accuracy and tests needed to identify the cause, using held-out requests and a fixed candidate-test set.","at each step, ECED picks the test that maximizes the gain in a surrogate objective, which takes into account the dependencies between tests.",Supplied abstract,UNKNOWN,UNKNOWN,"The abstract supports dependency-aware adaptive test selection and reports empirical evaluation on two other tasks, but provides no details here about the surrogate, measured gains, or applicability to network-tail diagnosis. Root would need suitable candidate tests and a model of their conditional dependencies."
arxiv:1606.01530,Adaptive Submodular Ranking and Routing,https://arxiv.org/abs/1606.01530,"We study a general stochastic ranking problem where an algorithm needs to adaptively select a sequence of elements so as to ""cover"" a random scenario (drawn from a known distribution) at minimum expected cost. The coverage of each scenario is captured by an individual submodular function, where the scenario is said to be covered when its function value goes above a given threshold. We obtain a logarithmic factor approximation algorithm for this adaptive ranking problem, which is the best possible (unless P=NP). This problem unifies and generalizes many previously studied problems with applications in search ranking and active learning. The approximation ratio of our algorithm either matches or improves the best result known in each of these special cases. Furthermore, we extend our results to an adaptive vehicle routing problem, where costs are determined by an underlying metric. This routing problem is a significant generalization of the previously-studied adaptive traveling salesman and traveling repairman problems. Our approximation ratio nearly matches the best bound known for these special cases. Finally, we present experimental results for some applications of adaptive ranking.",related:similar,n10,3,"Adaptive scenario-aware probe selection: after each probe outcome, update the compatible scenarios and select the next probe using a score combining expected progress toward coverage with information gain about the realized scenario.","Probe outcomes eliminate incompatible causes, so subsequent measurements can be chosen to distinguish the remaining candidates while also advancing a stopping objective. This is more than logging or thresholding: it provides a principled way to select measurements adaptively when probes have different costs and diagnostic value. The paper describes the selection rule and applies it to optimal decision trees, making a controlled Root test plausible, though not establishing network-specific performance.","At a request or inference-stage boundary, record probe identity, outcome, and cost against a request ID. Represent candidate causes—such as transport delay, server queueing, GPU compute, or action application—as scenarios with predicted outcomes for available probes. Root could use the observed outcomes to select the next measurement and obtain a diagnosis with fewer or lower-cost probes. The paper does not supply a network-specific scenario model.","On controlled remote-inference requests, inject known causes spanning transport delay, server queueing, GPU compute, and action application. Compare the paper-style adaptive selection rule with a fixed probe sequence under the same probe budget and costs. Measure cause-identification accuracy and number/cost of probes, and verify that network delay is distinguished from non-network stages.","Our algorithm for ASR involves repeatedly selecting an element that maximizes a combination of (i) the expected increase in function value relative to the target of one, and (ii) a measure of gain in identifying the realized scenario.","Selected PDF text, “Outline of key techniques.”",UNKNOWN,UNKNOWN,"The operation and its scenario-identification purpose are explicit, and the paper reports experiments on optimal decision trees. It does not show that its probes are network measurements, validate a network-cause model, or report gains in a Root setting."
arxiv:1607.02641,Randomised Relevance Model,https://arxiv.org/abs/1607.02641,"Relevance Models are well-known retrieval models and capable of producing competitive results. However, because they use query expansion they can be very slow. We address this slowness by incorporating two variants of locality sensitive hashing (LSH) into the query expansion process. Results on two document collections suggest that we can obtain large reductions in the amount of work, with a small reduction in effectiveness. Our approach is shown to be additive when pruning query terms.",firecrawl,n12,3,"Index historical request signatures with locality-sensitive hashing, then use multi-probe lookup to retrieve signatures in nearby buckets as candidates for comparison. The operation is approximate similar-request retrieval, not network-tail detection by itself.","Hashing avoids an exhaustive search through the history; probing nearby buckets can recover similar candidates missed by the exact query bucket, while trading probe count against retrieval work. For Root, comparing a regressed request with retrieved healthy counterparts could expose which transport or runtime events differ, provided the indexed signatures preserve those events.","Attach at historical trace lookup: build signatures from request identity and available robot/server timestamps, transport events, and queue or compute spans; retrieve comparable healthy requests before doing a full history scan. This could reduce baseline-search work and supply concrete comparison traces, but the paper does not show how to construct useful robot-inference signatures or distinguish network delay from other delay sources.","Create a fixed corpus of healthy Root traces and held-out requests, then inject network-tail delays into a controlled subset. Compare multi-probe LSH retrieval with exhaustive nearest-neighbor search using the same trace signatures. Measure lookup work and latency, whether retrieved healthy traces are comparable, and whether those comparisons localize the injected network delay separately from queueing, GPU compute, and action application. Treat all Root outcomes as experimental, not as gains established by this paper.",The probing sequence is directed by the shortest hamming distance between the hash-code of the query and hash-codes corresponding with adjacent bucket.,"Selected PDF text, Section 3, “Multi Probe Randomised Relevance Model”","MP-RRM reduces complexity by 37.5% on TDT1 and 42.24% on TREC-ROBUST versus RRM; these are paper-reported retrieval results, not Root gains.",Standard Relevance Model (RM); MP-RRM is also compared with RRM.,"The paper supports faster approximate retrieval of similar objects, but does not evaluate historical robot-request traces, define a signature that preserves diagnostic information, or demonstrate network-tail localization. Root gains and diagnostic accuracy are unknown."
arxiv:1609.09314,A New Queue Discipline for Reducing Bufferbloat Effects in HetNet Concurrent Multipath Transfer,https://arxiv.org/abs/1609.09314,"Heterogeneous wireless networks have evolved to reach application requirements for low latency and high throughput on Internet access. Recent studies have improved network performance employing the Multipath TCP, which aggregates flows from heterogeneous wireless interfaces in a single connection. Although existing proposals are powerful, coupled congestion control algorithms are currently limited because of the high variation in path delays, bandwidth and loss rate, typical from heterogeneous wireless networks, even more over concurrent multipath transmissions. These transmissions experience bufferbloat, i.e., high delays caused by long queues. Hence, to cope with the current limitations, this work presents CoDel-LIFO, a new active queue management (AQM) discipline to reduce the dropped packet ratio in the Multipath TCP congestion control mechanism. Differently from other approaches, CoDel-LIFO gives priority to the most recent packets, being then promising. This paper provides a detailed simulation analysis over congestion control algorithms by comparing CoDel-LIFO to CoDel and DropTail disciplines. Results indicate that CoDel-LIFO reduces queue drops, diminishing the impact on congestion control; improving substantially the goodput; and keeping RTT low.",firecrawl,n06,3,"Measure packet sojourn time from enqueue and dequeue timestamps, then use persistent delay above a configured target to identify queue buildup. The transferable diagnostic operation is per-packet queue-residence measurement with a persistence rule—not CoDel-LIFO’s LIFO forwarding or forgiveness policy.","Queue residence time measures delay at the queue itself, rather than inferring its source from end-to-end latency. At an instrumented bottleneck, elevated residence time aligned with a request’s packets would expose network queueing as a contributor to a tail event, separately from server queueing, GPU compute, or action application. The paper describes the signal and congestion rule, though it uses them for queue control rather than request-tail diagnosis.","Instrument enqueue and dequeue timestamps at a robot-path gateway or other accessible bottleneck, and correlate packet identity or transport-flow timestamps with Root request identity and end-to-end timing. This would add a direct measurement of delay at that queue; Root's ability to instrument such a point is unknown.","In a controlled Root test, add a bottleneck queue and record per-packet enqueue/dequeue times alongside request identity, transport timing, server queueing, GPU, and action-application timings. Compare queue residence during tail and non-tail requests, and test whether persistent above-target residence identifies queue-driven tails when the other timings do not. Do not treat the paper's simulation results as a Root gain.",CoDel uses the packet sojourn time on queue as a metric to predict a congestion and control the queue size.,"Selected PDF text, Section III, “Path Delay Management with CoDel.”","Average goodput is reported as at least 20% higher with CoDel-LIFO than with CoDel; RTT is reported to remain low. Simulation results, not Root results.",CoDel; the evaluation also compares against DropTail.,"The text supports queue-residence measurement as a congestion signal, but does not evaluate it as a retained diagnostic trace or correlate it with inference requests. Whether Root can instrument and correlate an on-path queue is unknown."
arxiv:1611.01529,Dapper: Data Plane Performance Diagnosis of TCP,https://arxiv.org/abs/1611.01529,"With more applications moving to the cloud, cloud providers need to diagnose performance problems in a timely manner. Offline processing of logs is slow and inefficient, and instrumenting the end-host network stack would violate the tenants' rights to manage their own virtual machines (VMs). Instead, our Dapper system analyzes TCP performance in real time near the end-hosts (e.g., at the hypervisor, NIC, or top-of-rack switch). Dapper determines whether a connection is limited by the sender (e.g., a slow server competing for shared resources), the network (e.g., congestion), or the receiver (e.g., small receive buffer). Emerging edge devices now offer flexible packet processing at high speed on commodity hardware, making it possible to monitor TCP performance in the data plane, at line rate. We use P4 to prototype Dapper and evaluate our design on real and synthetic traffic. To reduce the data-plane state requirements, we perform lightweight detection for all connections, followed by heavier-weight diagnosis just for the troubled connections.",firecrawl | related:similar,n07 | n11 | n14,2,"At the network edge, Dapper tracks TCP flow state from packet headers, sequence numbers, ACKs, and timestamps. It first collects lightweight metrics for every connection and uses flow rate as a badness signal; troubled connections receive heavier diagnosis. For those flows, it infers loss and retransmission type, passive RTT, flight size and congestion-window behavior, receive-window limits, and sender reaction time, then uses these signals to classify sender-, network-, or receiver-limited performance.","Observing both directions of a flow near the sender allows Dapper to relate data packets to ACKs and infer transport state without modifying the tenant’s host stack. Its cross-layer heuristics help separate sender delay from network loss or path latency and receiver constraints. The lightweight-first, heavy-diagnosis-second design focuses per-flow state on connections flagged as troubled.","Attach packet timestamps and request/flow identity at the robot-side or server-side transport boundary, or at an accessible network edge. Compare send-to-ACK RTT, retransmissions, and flight/window behavior for slow versus healthy requests. This could reveal transport loss or elevated path latency and help distinguish those from sender-side delay; it does not directly measure remote inference queues or GPU execution.","Replay matched healthy and slow remote-inference requests while collecting edge packet/ACK timestamps and flow state. Use a lightweight per-flow rate trigger to retain heavier transport metrics only for flagged requests. Inject network loss or latency separately from server queueing and GPU delay, then test whether the retained signals classify network-limited tails and distinguish them from non-network causes. Measure classification accuracy and monitoring state/CPU overhead against always-on detailed collection.","To reduce the data-plane state requirements, we perform lightweight detection for all connections, followed by heavier-weight diagnosis just for the troubled connections.","Abstract; selected PDF text, Introduction and Section 5 discussion of two-phase monitoring.","Average diagnosis accuracy of 94% in controlled tests with known sender-, receiver-, and network-limited problems.",Ground-truth diagnoses in the controlled tests; no comparative system baseline reported in the supplied text.,"The supplied text describes rate-based lightweight detection and a two-phase design, but does not provide the exact trigger rule or measured state savings for the two-phase prototype. Dapper diagnoses TCP bottlenecks, not request-level inference latency, and its RTT signal alone does not establish that delay came from queue buildup."
arxiv:1611.03355,"Testing, Verification and Improvements of Timeliness in ROS processes",https://arxiv.org/abs/1611.03355,"This paper addresses the problem of improving response times of robots implemented in the Robotic Operating System (ROS) using formal verification of computational-time feasibility. In order to verify the real time behaviour of a robot under uncertain signal processing times, methods of formal verification of timeliness properties are proposed for data flows in a ROS-based control system using Probabilistic Timed Programs (PTPs). To calculate the probability of success under certain time limits, and to demonstrate the strength of our approach, a case study is implemented for a robotic agent in terms of operational times verification using the PRISM model checker, which points to possible enhancements to the operation of the robotic agent.",firecrawl,n13,3,"Instrument service lifecycle events at the requester and provider, then estimate separate distributions for request communication, service execution, and answer communication times. This stage decomposition can distinguish communication-side delay from provider execution time; the paper also uses the distributions in probabilistic deadline analysis.","A slow end-to-end request alone does not identify which stage is responsible. Separately measuring communication intervals and service execution gives Root a way to test whether a tail grows in the communication portion or in server execution, rather than attributing the whole regression to inference. The communication intervals include middleware and scheduling effects, so they are not a pure measurement of network delay or its cause.","For each inference request, retain its identity and record robot-side send and response-receive timestamps plus server-side request-arrival and execution start/end timestamps. Compare the resulting communication and execution distributions with healthy requests. Validate clock alignment for cross-host intervals; same-host round-trip timing and server execution timing can also provide a communication-versus-compute comparison without assuming synchronized clocks.","Run a robot-to-cloud inference loop with matched request identities and stage timestamps. Hold inference load constant while separately injecting network delay or loss and server-side queueing or compute delay. Test whether the communication and execution distributions identify which stage's tail changed, and compare localization against an independently instrumented transport baseline. Treat clock alignment and middleware/scheduling contributions as explicit measurement controls.",Probability distribution of the request communication times,"Selected PDF text, §4.2, “Estimation of operations”; §4.1 describes the requester- and provider-side service timestamps.",The case study reports deadline-success probability increasing from 0.91 to 0.9724 after changing image processing to begin on the first image; this is not a Root or network-diagnostic gain.,The case-study baseline waits for two images before processing; no network-diagnostic baseline is reported.,"The paper does not establish cross-host clock synchronization or show that its communication intervals isolate network delay from ROS middleware and scheduling. It estimates timing distributions and supports stage-level separation, but does not diagnose specific network causes such as loss, retransmission, or queueing."
