paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
Learning Hand-Eye Coordination for Robotic Grasping with Deep Learning and Large-Scale Data Collection,arxiv:1603.02199,"We describe a learning-based approach to hand-eye coordination for robotic grasping from monocular images. To learn hand-eye coordination for grasping, we trained a large convolutional neural network to predict the probability that task-space motion of the gripper will result in successful grasps, using only monocular camera images and independently of camera calibration or the current robot pose. This requires the network to observe the spatial relationship between the gripper and objects in the scene, thus learning hand-eye coordination. We then use this network to servo the gripper in real time to achieve successful grasps. To train our network, we collected over 800,000 grasp attempts over the course of two months, using between 6 and 14 robotic manipulators at any given time, with differences in camera placement and hardware. Our experimental evaluation demonstrates that our method achieves effective real-time control, can successfully grasp novel objects, and corrects mistakes by continuous servoing.",high,A8,expansion_round_1,Large-scale self-supervised grasp attempts learn a vision-to-action representation from observed outcomes and retry data.,It is foundational evidence that autonomous outcome-labeled collection can make visual representations useful for control.,true,,,arxiv:1603.02199 | paperid:3448106872193934646,arxiv:1603.02199,3448106872193934646,,,related-papers,,,,0.6743936819562297,A8,,,,,,triaged,expansion_round_1,A4/expansion/round2/registry.jsonl | A4/expansion/round4/registry.jsonl | A4/expansion/round5/registry.jsonl | A5/expansion/raw/round2-references.json | A5/expansion/raw/round3-similar.json | A6/expansion/canonical-pool.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A8/work/expansion-triage.jsonl,complete,1
VIME: Variational Information Maximizing Exploration,arxiv:1605.09674,"Scalable and effective exploration remains a key challenge in reinforcement learning (RL). While there are methods with optimality guarantees in the setting of discrete state and action spaces, these methods cannot be applied in high-dimensional deep RL scenarios. As such, most contemporary RL relies on simple heuristics such as epsilon-greedy exploration or adding Gaussian noise to the controls. This paper introduces Variational Information Maximizing Exploration (VIME), an exploration strategy based on maximization of information gain about the agent's belief of environment dynamics. We propose a practical implementation, using variational inference in Bayesian neural networks which efficiently handles continuous state and action spaces. VIME modifies the MDP reward function, and can be applied with several different underlying RL algorithms. We demonstrate that VIME achieves significantly better performance compared to heuristic exploration methods across a variety of continuous control tasks and algorithms, including tasks with very sparse rewards.",high,A8,expansion_round_3,A variational Bayesian dynamics model rewards actions that maximize information gain about model parameters.,It is a foundational uncertainty-driven experiment-design mechanism for selecting robot interactions.,true,,,arxiv:1605.09674 | paperid:1140231910121940911,,,,,,,,,0.01976699770817418,A8,,,,,,triaged,expansion_round_3,A8/work/expansion-round3-novel.jsonl,A8/work/expansion-round3-triage.jsonl,complete,1
Learning to Poke by Poking: Experiential Learning of Intuitive Physics,arxiv:1606.07419,"We investigate an experiential learning paradigm for acquiring an internal model of intuitive physics. Our model is evaluated on a real-world robotic manipulation task that requires displacing objects to target locations by poking. The robot gathered over 400 hours of experience by executing more than 100K pokes on different objects. We propose a novel approach based on deep neural networks for modeling the dynamics of robot's interactions directly from images, by jointly estimating forward and inverse models of dynamics. The inverse model objective provides supervision to construct informative visual features, which the forward model can then predict and in turn regularize the feature space for the inverse model. The interplay between these two objectives creates useful, accurate models that can then be used for multi-step decision making. This formulation has the additional benefit that it is possible to learn forward models in an abstract feature space and thus alleviate the need of predicting pixels. Our experiments show that this joint modeling approach outperforms alternative methods.",high,A8,expansion_round_1,A robot actively selects poking interactions and learns predictive visual models of object motion from self-supervised outcomes.,It is a direct example of choosing informative physical interactions to improve a dynamics representation.,true,,,arxiv:1606.07419 | paperid:3467293345148812071,arxiv:1606.07419,3467293345148812071,,,related-papers,,,,0.6966191708600574,A1,,,,,,triaged,expansion_round_1,A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A6/expansion/canonical-pool.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A8/work/expansion-triage.jsonl,complete,1
Sampling-based Incremental Information Gathering with Applications to Robotic Exploration and Environmental Monitoring,arxiv:1607.01883,"In this article, we propose a sampling-based motion planning algorithm equipped with an information-theoretic convergence criterion for incremental informative motion planning. The proposed approach allows dense map representations and incorporates the full state uncertainty into the planning process. The problem is formulated as a constrained maximization problem. Our approach is built on rapidly-exploring information gathering algorithms and benefits from advantages of sampling-based optimal motion planning algorithms. We propose two information functions and their variants for fast and online computations. We prove an information-theoretic convergence for an entire exploration and information gathering mission based on the least upper bound of the average map entropy. A natural automatic stopping criterion for information-driven motion control results from the convergence analysis. We demonstrate the performance of the proposed algorithms using three scenarios: comparison of the proposed information functions and sensor configuration selection, robotic exploration in unknown environments, and a wireless signal strength monitoring task in a lake from a publicly available dataset collected using an autonomous surface vehicle.",high,A8,primary_assignment,Sampling-based informative motion planning maximizes entropy-reduction objectives and uses information-theoretic convergence for automatic mission stopping.,It supplies a principled stopping criterion and online planning template for deciding when a fleet has collected enough information.,true,,,arxiv:1607.01883,arxiv:1607.01883,9185712517085788877,,q07-synonyms | A8 | q20-adjacent,search-papers,,,56.25346225311741,0.8626527684625688,A8,,,,,,triaged,primary_assignment,A8/raw/q07-synonyms.json | A8/raw/q20-adjacent.json | A8/work/assigned-papers.json | A8/work/canonical-pool.jsonl,A8/work/abstract-triage.jsonl | A8/work/assigned-abstracts.jsonl,complete,2
Deep Visual Foresight for Planning Robot Motion,arxiv:1610.00696,"A key challenge in scaling up robot learning to many skills and environments is removing the need for human supervision, so that robots can collect their own data and improve their own performance without being limited by the cost of requesting human feedback. Model-based reinforcement learning holds the promise of enabling an agent to learn to predict the effects of its actions, which could provide flexible predictive models for a wide range of tasks and environments, without detailed human supervision. We develop a method for combining deep action-conditioned video prediction models with model-predictive control that uses entirely unlabeled training data. Our approach does not require a calibrated camera, an instrumented training set-up, nor precise sensing and actuation. Our results show that our method enables a real robot to perform nonprehensile manipulation -- pushing objects -- and can handle novel objects not seen during training.",high,A8,expansion_round_1,A predictive visual model learns future pixel distributions from interaction and plans actions by evaluating imagined outcomes.,Model-prediction uncertainty and imagined outcome diversity can prioritize rollouts that are informative for visual dynamics.,true,,,arxiv:1610.00696 | paperid:3960337976911820872,arxiv:1610.00696,3960337976911820872,,,related-papers,,,,0.7772998611746911,A1,,,,,,triaged,expansion_round_1,A1/expansion-round2-registry.json | A1/paper-registry-complete.json | A4/expansion/round4/registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A8/work/expansion-triage.jsonl,complete,1
#Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning,arxiv:1611.04717,"Count-based exploration algorithms are known to perform near-optimally when used in conjunction with tabular reinforcement learning (RL) methods for solving small discrete Markov decision processes (MDPs). It is generally thought that count-based methods cannot be applied in high-dimensional state spaces, since most states will only occur once. Recent deep RL exploration strategies are able to deal with high-dimensional continuous state spaces through complex heuristics, often relying on optimism in the face of uncertainty or intrinsic motivation. In this work, we describe a surprising finding: a simple generalization of the classic count-based approach can reach near state-of-the-art performance on various high-dimensional and/or continuous deep RL benchmarks. States are mapped to hash codes, which allows to count their occurrences with a hash table. These counts are then used to compute a reward bonus according to the classic count-based exploration theory. We find that simple hash functions can achieve surprisingly good results on many challenging tasks. Furthermore, we show that a domain-dependent learned hash code may further improve these results. Detailed analysis reveals important aspects of a good hash function: 1) having appropriate granularity and 2) encoding information relevant to solving the MDP. This exploration strategy achieves near state-of-the-art performance on both continuous control tasks and Atari 2600 games, hence providing a simple yet powerful baseline for solving MDPs that require considerable exploration.",high,A8,expansion_round_2,Count-based bonuses favor rarely visited states using visitation estimates to drive exploration toward undercovered regions.,It supplies a simple novelty signal for detecting and filling representation or state-space coverage gaps.,true,,,arxiv:1611.04717 | paperid:2045695022920286915,,,,,,,,,0.02441520467836257,A8,,,,,,triaged,expansion_round_2 | expansion_round_3,A8/work/expansion-round2-novel.jsonl,A8/work/expansion-round2-triage.jsonl | A8/work/expansion-round3-triage.jsonl,complete,2
Variational Intrinsic Control,arxiv:1611.07507,"In this paper we introduce a new unsupervised reinforcement learning method for discovering the set of intrinsic options available to an agent. This set is learned by maximizing the number of different states an agent can reliably reach, as measured by the mutual information between the set of options and option termination states. To this end, we instantiate two policy gradient based algorithms, one that creates an explicit embedding space of options and one that represents options implicitly. The algorithms also provide an explicit measure of empowerment in a given state that can be used by an empowerment maximizing agent. The algorithm scales well with function approximation and we demonstrate the applicability of the algorithm on a range of tasks.",high,A8,expansion_round_2,A variational objective maximizes mutual information between latent intentions and resulting states to discover controllable skills.,It distinguishes useful novelty—controllable behavioral diversity—from random coverage that may not improve a policy.,true,,2016,arxiv:1611.07507 | paperid:3178440451369954771,,,,,,,,,0.023296291337528453,A8,,,,,,triaged,expansion_round_2 | expansion_round_3,A2/expansion-pool.json | A2/expansion-pool.jsonl | A8/work/expansion-round2-novel.jsonl,A8/work/expansion-round2-triage.jsonl | A8/work/expansion-round3-triage.jsonl,complete,2
Simple and Scalable Predictive Uncertainty Estimation using Deep Ensembles,arxiv:1612.01474,"Deep neural networks (NNs) are powerful black box predictors that have recently achieved impressive performance on a wide spectrum of tasks. Quantifying predictive uncertainty in NNs is a challenging and yet unsolved problem. Bayesian NNs, which learn a distribution over weights, are currently the state-of-the-art for estimating predictive uncertainty; however these require significant modifications to the training procedure and are computationally expensive compared to standard (non-Bayesian) NNs. We propose an alternative to Bayesian NNs that is simple to implement, readily parallelizable, requires very little hyperparameter tuning, and yields high quality predictive uncertainty estimates. Through a series of experiments on classification and regression benchmarks, we demonstrate that our method produces well-calibrated uncertainty estimates which are as good or better than approximate Bayesian NNs. To assess robustness to dataset shift, we evaluate the predictive uncertainty on test examples from known and unknown distributions, and show that our method is able to express higher uncertainty on out-of-distribution examples. We demonstrate the scalability of our method by evaluating predictive uncertainty estimates on ImageNet.",high,A8,expansion_round_3,Independent neural ensembles estimate predictive uncertainty from disagreement across learned models.,"It is a foundational, scalable disagreement signal for prioritizing uncertain robot states.",true,,,arxiv:1612.01474 | paperid:754389216002757553,,,,,,,,,0.01960252935862692,A8,,,,,,triaged,expansion_round_3,A8/work/expansion-round3-novel.jsonl,A8/work/expansion-round3-triage.jsonl,complete,1
EX2: Exploration with Exemplar Models for Deep Reinforcement Learning,arxiv:1703.01260,"Deep reinforcement learning algorithms have been shown to learn complex tasks using highly general policy classes. However, sparse reward problems remain a significant challenge. Exploration methods based on novelty detection have been particularly successful in such settings but typically require generative or predictive models of the observations, which can be difficult to train when the observations are very high-dimensional and complex, as in the case of raw images. We propose a novelty detection algorithm for exploration that is based entirely on discriminatively trained exemplar models, where classifiers are trained to discriminate each visited state against all others. Intuitively, novel states are easier to distinguish against other states seen during training. We show that this kind of discriminative modeling corresponds to implicit density estimation, and that it can be combined with count-based exploration to produce competitive results on a range of popular benchmark tasks, including state-of-the-art results on challenging egocentric observations in the vizDoom benchmark.",high,A8,expansion_round_2,An exemplar density model assigns intrinsic reward to observations unlike the agent’s accumulated experience.,It supplies a representation-space novelty estimator for prioritizing unusual fleet observations.,true,,,arxiv:1703.01260 | paperid:4114509930329112167,,,,,,,,,0.021682665160926033,A8,,,,,,triaged,expansion_round_2,A8/work/expansion-round2-novel.jsonl,A8/work/expansion-round2-triage.jsonl,complete,1
Count-Based Exploration with Neural Density Models,arxiv:1703.01310,"Bellemare et al. (2016) introduced the notion of a pseudo-count, derived from a density model, to generalize count-based exploration to non-tabular reinforcement learning. This pseudo-count was used to generate an exploration bonus for a DQN agent and combined with a mixed Monte Carlo update was sufficient to achieve state of the art on the Atari 2600 game Montezuma's Revenge. We consider two questions left open by their work: First, how important is the quality of the density model for exploration? Second, what role does the Monte Carlo update play in exploration? We answer the first question by demonstrating the use of PixelCNN, an advanced neural density model for images, to supply a pseudo-count. In particular, we examine the intrinsic difficulties in adapting Bellemare et al.'s approach when assumptions about the model are violated. The result is a more practical and general algorithm requiring no special apparatus. We combine PixelCNN pseudo-counts with different agent architectures to dramatically improve the state of the art on several hard Atari games. One surprising finding is that the mixed Monte Carlo update is a powerful facilitator of exploration in the sparsest of settings, including Montezuma's Revenge.",high,A8,expansion_round_2,A neural density model estimates state visitation likelihood and gives intrinsic reward to observations with low estimated density.,It scales novelty-driven collection beyond exact state counts and can prioritize rare fleet situations.,true,,,arxiv:1703.01310 | paperid:3454951387643947727,,,,,,,,,0.023599620235996203,A8,,,,,,triaged,expansion_round_2 | expansion_round_3,A8/work/expansion-round2-novel.jsonl,A8/work/expansion-round2-triage.jsonl | A8/work/expansion-round3-triage.jsonl,complete,2
Intrinsic Motivation and Automatic Curricula via Asymmetric Self-Play,arxiv:1703.05407,"We describe a simple scheme that allows an agent to learn about its environment in an unsupervised manner. Our scheme pits two versions of the same agent, Alice and Bob, against one another. Alice proposes a task for Bob to complete; and then Bob attempts to complete the task. In this work we will focus on two kinds of environments: (nearly) reversible environments and environments that can be reset. Alice will ""propose"" the task by doing a sequence of actions and then Bob must undo or repeat them, respectively. Via an appropriate reward structure, Alice and Bob automatically generate a curriculum of exploration, enabling unsupervised training of the agent. When Bob is deployed on an RL task within the environment, this unsupervised training reduces the number of supervised episodes needed to learn, and in some cases converges to a higher reward.",high,A8,expansion_round_2,Asymmetric self-play generates progressively harder goals by having one agent propose tasks that challenge the other agent.,It provides an automatic curriculum for selecting novel but learnable fleet experiences.,true,,,arxiv:1703.05407 | paperid:265848840405736370,arxiv:1703.05407,265848840405736370,,,,,,,0.019642857142857142,A8,,,,,,triaged,expansion_round_2,A5/expansion/raw/round1-references.json | A8/work/expansion-round2-novel.jsonl,A8/work/expansion-round2-triage.jsonl,complete,1
